Job Title,Company Name,Location,Type of ownership,Industry,Sector,Min Salary($),Max Salary($),Average Salary,Min Qualification,Python,R,SQL,C/C++/C#
Sr Data Scientist,Healthfirst,New York,Nonprofit Organization,Insurance Carriers,Insurance,137000,171000,154000,Bachelors,,,,
Data Scientist,ManTech,Chantilly,Company - Public,Research & Development,Business Services,137000,171000,154000,Bachelors,,,True,
Data Scientist,Analysis Group,Boston,Private Practice / Firm,Consulting,Business Services,137000,171000,154000,Phd,True,True,,True
Data Scientist,INFICON,Newton,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,137000,171000,154000,Bachelors,True,,True,
Data Scientist,Affinity Solutions,New York,Company - Private,Advertising & Marketing,Business Services,137000,171000,154000,Masters,True,True,True,
Data Scientist,HG Insights,Santa Barbara,Company - Private,Computer Hardware & Software,Information Technology,137000,171000,154000,Bachelors,True,,,
Data Scientist / Machine Learning Expert,Novartis,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,137000,171000,154000,Masters,True,True,,True
Data Scientist,iRobot,Bedford,Company - Public,Consumer Electronics & Appliances Stores,Retail,137000,171000,154000,Masters,True,,True,
Staff Data Scientist - Analytics,Intuit - Data,San Diego,Company - Public,Computer Hardware & Software,Information Technology,137000,171000,154000,,,,,
Data Scientist,XSELL Technologies,Chicago,Company - Private,Enterprise Software & Network Solutions,Information Technology,137000,171000,154000,Masters,True,,True,
Data Scientist,Novetta,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,137000,171000,154000,,True,True,,
Data Scientist,1904labs,Saint Louis,Company - Private,IT Services,Information Technology,137000,171000,154000,,True,True,True,
"Data Scientist - Statistics, Early Career",PNNL,Richland,Government,Energy,"Oil, Gas, Energy & Utilities",137000,171000,154000,Bachelors,,,,
Data Modeler,Old World Industries,Northbrook,Company - Private,Chemical Manufacturing,Manufacturing,137000,171000,154000,Bachelors,True,,True,
Data Scientist,Mathematica Policy Research,Washington,Company - Private,Consulting,Business Services,137000,171000,154000,Masters,True,True,,
Experienced Data Scientist,Guzman & Griffin Technologies (GGTI),Washington,Company - Private,Federal Agencies,Government,137000,171000,154000,Masters,True,True,True,True
Data Scientist - Contract,Upside Business Travel,Remote,Company - Private,Internet,Information Technology,137000,171000,154000,,True,,,
Data Scientist,Buckman,Memphis,Company - Private,Chemical Manufacturing,Manufacturing,137000,171000,154000,Bachelors,True,True,True,True
Data Analyst II,"Insight Enterprises, Inc.",Plano,Company - Public,Enterprise Software & Network Solutions,Information Technology,137000,171000,154000,Masters,,,,
Medical Lab Scientist,Tower Health,West Grove,Nonprofit Organization,Health Care Services & Hospitals,Health Care,137000,171000,154000,Bachelors,,,,
Data Scientist,Triplebyte,New York,Company - Private,Computer Hardware & Software,Information Technology,137000,171000,154000,,,,,
Data Scientist/Machine Learning,PulsePoint,New York,Company - Private,Internet,Information Technology,137000,171000,154000,Bachelors,True,,,
Human Factors Scientist,Exponent,Phoenix,Company - Public,Consulting,Business Services,137000,171000,154000,Phd,,,,
Business Intelligence Analyst I- Data Insights,Guardian Life,Appleton,Company - Private,Insurance Carriers,Insurance,137000,171000,154000,,,,,
Data Scientist,Spectrum Communications and Consulting,Chicago,Company - Private,Advertising & Marketing,Business Services,137000,171000,154000,Bachelors,,True,True,
Data Scientist,Oversight Systems,Atlanta,Company - Private,Computer Hardware & Software,Information Technology,137000,171000,154000,,True,True,True,
Data Scientist - Risk,LSQ,Orlando,Company - Private,Investment Banking & Asset Management,Finance,137000,171000,154000,Bachelors,True,True,,
Data Scientist-Human Resources,MIT Lincoln Laboratory,Lexington,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,137000,171000,154000,Bachelors,True,True,True,
Data Scientist,Kingfisher Systems,McLean,Company - Private,Federal Agencies,Government,137000,171000,154000,Bachelors,True,True,,True
Data Scientist,Formation,San Francisco,Company - Private,Enterprise Software & Network Solutions,Information Technology,137000,171000,154000,Masters,,,,
Data Scientist,Analysis Group,Boston,Private Practice / Firm,Consulting,Business Services,75000,131000,103000,Phd,True,True,,True
Data Scientist / Machine Learning Expert,Novartis,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75000,131000,103000,Masters,True,True,,True
Data Scientist,Cohere Health,Boston,Company - Private,IT Services,Information Technology,75000,131000,103000,Masters,True,True,True,
Senior Research Statistician- Data Scientist,Acuity Insurance,Sheboygan,Company - Private,Insurance Carriers,Insurance,75000,131000,103000,Masters,,True,,True
Data Engineer,Chef,United States,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Bachelors,,,,True
Associate Data Scientist,Puget Sound Energy,Bothell,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",75000,131000,103000,Bachelors,,,True,
Business Intelligence Analyst,Sandhills Global,Lincoln,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,,True,True,True,
Data Scientist,A Place for Mom,Overland Park,Company - Private,Health Care Services & Hospitals,Health Care,75000,131000,103000,Bachelors,True,True,True,
Data Scientist,Great-Circle Technologies,Chantilly,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Bachelors,True,True,,True
Senior Analyst/Data Scientist,Edmunds.com,Santa Monica,Company - Private,Internet,Information Technology,75000,131000,103000,Bachelors,True,True,True,
Data Analyst,"Cambridge Associates, LLC",Boston,Company - Private,Investment Banking & Asset Management,Finance,75000,131000,103000,Bachelors,True,True,True,
Machine Learning Engineer,Liberty Mutual Insurance,Portsmouth,Company - Private,Insurance Carriers,Insurance,75000,131000,103000,Bachelors,True,True,,
Data Analyst I,Cenlar,Ewing,Company - Private,-1,-1,75000,131000,103000,Bachelors,,,True,
Scientist - Molecular Biology,Arsenal Biosciences,South San Francisco,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75000,131000,103000,Phd,,,,
Data Scientist,Eversight,Palo Alto,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Masters,True,,,
"Computational Scientist, Machine Learning",Pfizer,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75000,131000,103000,Phd,True,,,
Senior Data Scientist,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,75000,131000,103000,Bachelors,,,,
Data Scientist,Intellectual Ventures,Bellevue,Company - Private,Investment Banking & Asset Management,Finance,75000,131000,103000,,True,True,,True
Data Scientist,GovTech,San Francisco,Government,Federal Agencies,Government,75000,131000,103000,Bachelors,True,True,,
Data Scientist,Quick Base,Cambridge,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Masters,True,,True,True
Data Analyst,Giving Assistant,San Francisco,Company - Private,Advertising & Marketing,Business Services,75000,131000,103000,Bachelors,True,True,True,
Data Scientist,Takeda,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75000,131000,103000,Masters,True,True,True,
Data Scientist,Netskope,San Francisco,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Phd,True,True,,
Jr. Data Engineer,IT Concepts,Remote,Company - Private,IT Services,Information Technology,75000,131000,103000,Bachelors,,,True,
E-Commerce Data Analyst,iSeatz,New Orleans,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,131000,103000,Bachelors,,,True,
Data Analytics Engineer,Summa Health System,Akron,Nonprofit Organization,Health Care Services & Hospitals,Health Care,75000,131000,103000,Bachelors,,,,
Senior Data Scientist,Benson Hill,Saint Louis,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75000,131000,103000,Bachelors,True,True,,
Product Data Scientist - Ads Data Science,Twitter,San Francisco,Company - Public,Internet,Information Technology,75000,131000,103000,Masters,True,True,,True
Data Scientist,Postmates - Corporate HQ,San Francisco,Company - Private,Express Delivery Services,Transportation & Logistics,75000,131000,103000,Bachelors,True,True,True,
Data Scientist - Intermediate,Envision LLC,Saint Louis,Company - Private,Staffing & Outsourcing,Business Services,75000,131000,103000,Masters,True,,,
Data Analyst,Swiss Re,Fort Wayne,Company - Public,Insurance Agencies & Brokerages,Insurance,75000,131000,103000,Bachelors,True,True,True,
Machine Learning Engineer,Systems & Technology Research,Woburn,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,131000,103000,Bachelors,True,,,True
Data Scientist,iRobot,Bedford,Company - Public,Consumer Electronics & Appliances Stores,Retail,79000,131000,105000,Masters,True,,True,
Data Scientist,HG Insights,Santa Barbara,Company - Private,Computer Hardware & Software,Information Technology,79000,131000,105000,Bachelors,True,,,
Global Data Analyst,Dermalogica,Carson,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,79000,131000,105000,Bachelors,,,True,
Data Engineer,Bayview Asset Management,Coral Gables,Company - Private,Investment Banking & Asset Management,Finance,79000,131000,105000,Masters,True,True,True,True
Data Scientist,Via Transportation,New York,Company - Private,Internet,Information Technology,79000,131000,105000,Phd,True,True,True,
Data Scientist,Grid Dynamics,Santa Clara,Company - Private,Enterprise Software & Network Solutions,Information Technology,79000,131000,105000,,True,True,True,
Data & Machine Learning Scientist,Tempus Labs,Chicago,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,Masters,True,,True,
Data Scientist - Machine Learning,CareDx,Brisbane,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,Phd,True,True,,
Data Engineer (Remote),IZEA,Winter Park,Company - Public,Advertising & Marketing,Business Services,79000,131000,105000,,True,,,
"Data Scientist, Applied Machine Learning - Bay Area",Tempus Labs,Redwood City,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,,True,,True,
Principal Data Scientist,Autodesk,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,79000,131000,105000,,True,True,,
Business Data Analyst,Caterpillar,Peoria,Company - Public,Industrial Manufacturing,Manufacturing,79000,131000,105000,Bachelors,,,True,
Purification Scientist,New England Biolabs,Ipswich,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,Bachelors,,,,
Data Analyst,Allied Solutions,Carmel,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,79000,131000,105000,Bachelors,True,True,True,
"Data Engineer, Enterprise Analytics",Healthfirst,New York,Nonprofit Organization,Insurance Carriers,Insurance,79000,131000,105000,Bachelors,True,,True,
Data Scientist,The Knot Worldwide,Washington,Company - Private,Internet,Information Technology,79000,131000,105000,Masters,True,True,,
Data Scientist,IFG Companies,New York,Company - Private,Insurance Carriers,Insurance,79000,131000,105000,Bachelors,True,True,True,
Data Scientist 3 (718),Amyris,Emeryville,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,Masters,True,True,,
"Real World Science, Data Scientist",AstraZeneca,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,Masters,True,True,True,
Data Scientist,Powertek,Washington,Company - Private,IT Services,Information Technology,79000,131000,105000,,,,,
Data Engineer,Object Partners,Saint Louis,Company - Private,Consulting,Business Services,79000,131000,105000,,,,True,
Data Scientist - Image and Video Analytics,The Mom Project,Longmont,Company - Private,Staffing & Outsourcing,Business Services,79000,131000,105000,Bachelors,True,,,
Data Scientist,Lightspeed Systems,Austin,Company - Private,Computer Hardware & Software,Information Technology,79000,131000,105000,Bachelors,True,,True,
"Data Science Manager, Payment Acceptance - USA",Stripe,San Francisco,Company - Private,Internet,Information Technology,79000,131000,105000,Masters,True,True,True,
Data Analyst,Comprehensive Healthcare,Yakima,Nonprofit Organization,Health Care Services & Hospitals,Health Care,79000,131000,105000,Bachelors,,,,
Data Scientist / Applied Mathematician,"Fullpower Technologies, Inc.",Santa Cruz,Company - Private,Computer Hardware & Software,Information Technology,79000,131000,105000,Bachelors,True,,True,
Machine Learning Engineer,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,79000,131000,105000,Bachelors,True,,,
Data Scientist,Mars,United States,Company - Private,Food & Beverage Manufacturing,Manufacturing,79000,131000,105000,Bachelors,True,,,
Patient Safety- Associate Data Scientist,AstraZeneca,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,131000,105000,,True,True,True,
Machine Learning Engineer,NuWave Solutions,Springfield,Company - Private,IT Services,Information Technology,79000,131000,105000,Bachelors,True,True,True,
Senior Data Scientist,ManTech,Alexandria,Company - Public,Research & Development,Business Services,79000,131000,105000,Bachelors,True,True,True,
(Sr.) Data Scientist -,Merrick Bank,Utah,Company - Private,Banks & Credit Unions,Finance,79000,131000,105000,Bachelors,True,True,True,True
Data Scientist,Mathematica Policy Research,Washington,Company - Private,Consulting,Business Services,99000,132000,115500,Masters,True,True,,
Staff Data Scientist - Analytics,Intuit - Data,San Diego,Company - Public,Computer Hardware & Software,Information Technology,99000,132000,115500,,,,,
Data Analytics Engineer,QOMPLX,Reston,Company - Private,Enterprise Software & Network Solutions,Information Technology,99000,132000,115500,Bachelors,True,True,True,True
"Data Scientist, Kinship - NYC/Portland",Mars,New York,Company - Private,Food & Beverage Manufacturing,Manufacturing,99000,132000,115500,Bachelors,True,,,
Senior Data Scientist,GutCheck,Denver,Company - Private,Advertising & Marketing,Business Services,99000,132000,115500,,,,,
Applied Technology Researcher / Data Scientist,Inter-American Development Bank,Washington,Other Organization,Banks & Credit Unions,Finance,99000,132000,115500,Masters,,True,,True
Data Scientist,Avlino,New Jersey,Company - Private,Enterprise Software & Network Solutions,Information Technology,99000,132000,115500,Masters,True,True,,True
Machine Learning Engineer,Stratagem Group,Aurora,Company - Private,Aerospace & Defense,Aerospace & Defense,99000,132000,115500,,True,,,True
Health Data Scientist - Biomedical/Biostats,Evidation,Santa Barbara,Company - Private,Internet,Information Technology,99000,132000,115500,Masters,True,True,,
Senior Data Scientist,Autodesk,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,99000,132000,115500,Bachelors,True,True,True,
Staff Data Scientist,Intuit - Data,San Diego,Company - Public,Computer Hardware & Software,Information Technology,99000,132000,115500,,,,,
Data Scientist,Tecolote Research,Hill AFB,Company - Private,Aerospace & Defense,Aerospace & Defense,99000,132000,115500,Bachelors,True,True,True,
Sr Data Engineer (Sr BI Developer),Tivity Health,Chandler,Company - Public,Health Care Services & Hospitals,Health Care,99000,132000,115500,Bachelors,,,True,
Data Engineer,hc1,Indianapolis,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,99000,132000,115500,,True,,,
Lead Data Scientist,HP Inc.,San Diego,Company - Public,Computer Hardware & Software,Information Technology,99000,132000,115500,,True,True,,True
Data Scientist,SAIC,Chantilly,Company - Public,Enterprise Software & Network Solutions,Information Technology,99000,132000,115500,Bachelors,True,,,True
RFP Data Analyst,AllianceBernstein,Nashville,Company - Public,Investment Banking & Asset Management,Finance,99000,132000,115500,,,,,
Data Analyst,Big Huge Games,Timonium,Subsidiary or Business Segment,Video Games,Media,99000,132000,115500,Bachelors,,,True,
Data Scientist (TS/SCI),Maxar Technologies,Herndon,Company - Public,Aerospace & Defense,Aerospace & Defense,99000,132000,115500,Bachelors,True,True,True,True
Data Engineer,Phantom AI,Burlingame,Company - Private,Computer Hardware & Software,Information Technology,99000,132000,115500,Masters,True,,,
Data Scientist,Noblis,Reston,Nonprofit Organization,Consulting,Business Services,99000,132000,115500,Bachelors,True,,True,
Data Scientist,Spring Health,New York,Company - Private,Health Care Services & Hospitals,Health Care,99000,132000,115500,Bachelors,True,True,True,
Software Engineer - Data Science,ClearEdge,Annapolis Junction,Company - Private,Computer Hardware & Software,Information Technology,99000,132000,115500,Bachelors,True,True,,
Data Analyst/Engineer,AllianceBernstein,Nashville,Company - Public,Investment Banking & Asset Management,Finance,99000,132000,115500,Bachelors,True,,True,
NGS Scientist,Arsenal Biosciences,South San Francisco,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,99000,132000,115500,Masters,,,,
Data Engineer,GetWellNetwork,Bethesda,Company - Private,Health Care Services & Hospitals,Health Care,99000,132000,115500,,True,True,True,
Data Scientist,TACG Solutions,Dayton,Company - Private,Consulting,Business Services,99000,132000,115500,Bachelors,True,True,True,
Senior Data Engineer,Scoop,San Francisco,Company - Private,Internet,Information Technology,99000,132000,115500,,True,,,
Senior Data Scientist,Novetta,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,99000,132000,115500,,True,True,,
Data Engineer,IZEA,Winter Park,Company - Public,Advertising & Marketing,Business Services,99000,132000,115500,,True,,,
Business Intelligence Analyst,Montway Inc,Schaumburg,Company - Private,Shipping,Transportation & Logistics,99000,132000,115500,,True,True,True,
Sr. ML/Data Scientist - AI/NLP/Chatbot,Juniper Networks,Cupertino,Company - Public,Telecommunications Services,Telecommunications,99000,132000,115500,Masters,True,,,
Data Scientist,1904labs,Saint Louis,Company - Private,IT Services,Information Technology,90000,109000,99500,,True,True,True,
Data Scientist,XSELL Technologies,Chicago,Company - Private,Enterprise Software & Network Solutions,Information Technology,90000,109000,99500,Masters,True,,True,
Data Engineer,IZEA,Winter Park,Company - Public,Advertising & Marketing,Business Services,90000,109000,99500,,True,,,
Sr. ML/Data Scientist - AI/NLP/Chatbot,Juniper Networks,Cupertino,Company - Public,Telecommunications Services,Telecommunications,90000,109000,99500,Masters,True,,,
Data Scientist,Notion Labs,San Francisco,Company - Private,Enterprise Software & Network Solutions,Information Technology,90000,109000,99500,,,,True,
Senior Data Engineer,Lendio,Lehi,Company - Private,Lending,Finance,90000,109000,99500,,True,,True,
Data Engineer,Direct Agents,Culver City,Company - Private,Advertising & Marketing,Business Services,90000,109000,99500,Bachelors,True,,True,
Data Scientist,NAVEX Global,Lake Oswego,Company - Private,Computer Hardware & Software,Information Technology,90000,109000,99500,,True,True,True,
Machine Learning Engineer,Triplebyte,Remote,Company - Private,Computer Hardware & Software,Information Technology,90000,109000,99500,,,,,
Data Scientist,Upstart,San Mateo,Company - Private,Lending,Finance,90000,109000,99500,Masters,True,True,,
Data Analyst,Envision LLC,San Francisco,Company - Private,Staffing & Outsourcing,Business Services,90000,109000,99500,Bachelors,True,,,
Data Engineer,AppLovin,Palo Alto,Company - Private,Video Games,Media,90000,109000,99500,Bachelors,,,,
Data Integration and Modeling Engineer,ISO New England,Holyoke,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",90000,109000,99500,Bachelors,,,True,
Tableau Data Engineer 20-0117,Relativity,Chicago,Company - Private,Enterprise Software & Network Solutions,Information Technology,90000,109000,99500,Bachelors,,,True,
Senior Data Scientist,Tempo Automation,San Francisco,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,90000,109000,99500,Bachelors,True,True,True,
AI Data Scientist,MITRE,McLean,Nonprofit Organization,Federal Agencies,Government,90000,109000,99500,,True,True,,
Machine Learning Engineer,"Expedition Technology, Inc.",Herndon,Company - Private,Aerospace & Defense,Aerospace & Defense,90000,109000,99500,Bachelors,True,,,True
Research Scientist Patient Preferences (Remote),Evidera,Bethesda,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,Masters,,,,
Data Scientist,Plymouth Rock Assurance,Woodbridge,Company - Private,Insurance Carriers,Insurance,90000,109000,99500,Masters,,True,True,
Scientist - Biomarker and Flow Cytometry,Crown Bioscience,San Diego,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,Phd,,,,
Data Scientist,GNS Healthcare,Cambridge,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,Bachelors,,True,True,
Analytics Manager,OneMagnify,Dearborn,Company - Private,Advertising & Marketing,Business Services,90000,109000,99500,Bachelors,,,True,
Data Scientist,SPECTRUM,Maryland Heights,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,90000,109000,99500,Masters,True,True,True,
Staff Scientist- Upstream PD,Advanced BioScience Laboratories,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,,,True,,
Data Engineer,Procore Technologies,Carpinteria,Company - Private,Computer Hardware & Software,Information Technology,90000,109000,99500,Bachelors,True,,True,
Sr Scientist - Extractables & Leachables,Ritedose,Columbia,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,Bachelors,,,,
ELISA RESEARCH SCIENTIST (CV-15),Covid-19 Search Partners,Hauppauge,-1,-1,-1,90000,109000,99500,Phd,,,,
Sr Data Scientist,bioMérieux,Saint Louis,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,109000,99500,Masters,True,,,
Data Scientist,Novetta,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,101000,165000,133000,,True,True,,
Experienced Data Scientist,Guzman & Griffin Technologies (GGTI),Washington,Company - Private,Federal Agencies,Government,101000,165000,133000,Masters,True,True,True,True
Machine Learning Engineer,Radical Convergence,Reston,-1,-1,-1,101000,165000,133000,Masters,True,True,,True
Data Scientist,Leidos,Fort Meade,Company - Public,Aerospace & Defense,Aerospace & Defense,101000,165000,133000,Masters,,,,
Data Scientist,Demandbase,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,101000,165000,133000,,True,,True,
Say Business Data Analyst,Shelter Insurance,Columbia,Company - Private,Insurance Carriers,Insurance,101000,165000,133000,,True,True,True,
Geospatial Data Scientist,Maxar Technologies,Chantilly,Company - Public,Aerospace & Defense,Aerospace & Defense,101000,165000,133000,Bachelors,,,,
